34,92453,766.31,0.01,-0.04,1.16
34,92453,766.23,0.02,-0.04,1.17
34,92453,766.23,0.02,-0.04,1.15
34,92453,766.23,0.02,-0.04,1.17
34,92453,766.23,0.02,-0.04,1.16
34,92452,766.34,0.01,-0.03,1.15
34,92452,766.34,0.02,-0.04,1.17
34,92452,766.34,0.02,-0.03,1.16
35,92453,766.25,0.02,-0.04,1.16
35,92453,766.25,0.01,-0.03,1.18
35,92452,766.36,0.02,-0.03,1.15
35,92452,766.36,0.02,-0.04,1.17
35,92453,766.29,0.02,-0.03,1.17
35,92453,766.29,0.01,-0.03,1.16
35,92453,766.29,0.01,-0.04,1.17
35,92453,766.24,0.02,-0.04,1.16
35,92453,766.24,0.02,-0.04,1.17
35,92452,766.34,0.01,-0.03,1.17
35,92452,766.34,0.02,-0.03,1.16
35,92452,766.34,0.02,-0.04,1.17
35,92454,766.18,0.01,-0.03,1.17
35,92454,766.18,0.02,-0.04,1.16
35,92453,766.28,0.01,-0.03,1.17
35,92453,766.28,0.01,-0.03,1.15
35,92454,766.17,0.01,-0.04,1.16
35,92454,766.17,0.02,-0.04,1.16
35,92454,766.17,0.01,-0.03,1.15
35,92454,766.19,0.02,-0.04,1.17
35,92454,766.19,0.02,-0.03,1.17
35,92453,766.24,0.02,-0.03,1.16
35,92453,766.24,0.02,-0.03,1.16
35,92453,766.24,0.02,-0.03,1.16
35,92454,766.15,0.01,-0.04,1.16
35,92454,766.15,0.02,-0.04,1.17
35,92454,766.19,0.01,-0.03,1.15
35,92454,766.19,0.02,-0.04,1.17
35,92455,766.09,0.02,-0.03,1.16
35,92455,766.09,0.02,-0.04,1.17
35,92455,766.09,0.02,-0.04,1.16
35,92455,766.10,0.02,-0.03,1.14
35,92455,766.10,0.02,-0.04,1.17
35,92454,766.15,0.02,-0.03,1.16
35,92454,766.15,0.01,-0.03,1.16
35,92454,766.15,0.02,-0.03,1.17
35,92455,766.06,0.01,-0.04,1.17
35,92455,766.06,0.02,-0.04,1.17
35,92455,766.06,0.01,-0.03,1.17
35,92455,766.06,0.02,-0.03,1.17
35,92456,765.97,0.02,-0.03,1.17
35,92456,765.97,0.01,-0.03,1.16
35,92456,765.97,0.01,-0.03,1.16
35,92455,766.08,0.02,-0.03,1.16
35,92455,766.08,0.01,-0.03,1.15
35,92455,766.12,0.01,-0.03,1.16
35,92455,766.12,0.02,-0.04,1.16
35,92455,766.12,0.01,-0.03,1.17
35,92456,766.03,0.02,-0.03,1.17
35,92456,766.03,0.02,-0.03,1.16
35,92455,766.10,0.01,-0.04,1.17
35,92455,766.10,0.02,-0.04,1.17
35,92456,766.03,0.01,-0.03,1.16
35,92456,766.03,0.02,-0.03,1.16
35,92456,766.03,0.02,-0.04,1.16
35,92455,766.09,0.02,-0.03,1.16
35,92455,766.09,0.01,-0.04,1.17
35,92454,766.15,0.01,-0.03,1.16
35,92454,766.15,0.01,-0.04,1.17
35,92454,766.15,0.02,-0.04,1.16
35,92455,766.06,0.01,-0.03,1.16
35,92455,766.06,0.02,-0.04,1.16
35,92455,766.09,0.01,-0.04,1.16
35,92455,766.09,0.01,-0.03,1.16
35,92455,766.10,0.02,-0.03,1.17
35,92455,766.10,0.01,-0.03,1.16
35,92455,766.10,0.01,-0.03,1.17
35,92455,766.12,0.01,-0.04,1.16
35,92455,766.12,0.01,-0.04,1.16
35,92452,766.34,0.02,-0.04,1.17
35,92452,766.34,0.01,-0.04,1.16
35,92452,766.39,0.01,-0.04,1.17
35,92452,766.39,0.01,-0.03,1.16
35,92452,766.39,0.02,-0.03,1.16
35,92451,766.41,0.01,-0.04,1.16
35,92451,766.41,0.01,-0.03,1.16
35,92451,766.47,0.02,-0.03,1.17
35,92451,766.47,0.01,-0.04,1.16
35,92451,766.47,0.02,-0.03,1.16
35,92451,766.49,0.01,-0.04,1.17
35,92451,766.49,0.02,-0.03,1.16
35,92449,766.60,0.02,-0.03,1.16
35,92449,766.60,0.01,-0.04,1.17
35,92450,766.49,0.01,-0.04,1.17
35,92450,766.49,0.01,-0.04,1.17
35,92450,766.49,0.02,-0.04,1.16
35,92450,766.51,0.01,-0.04,1.17
35,92450,766.51,0.01,-0.03,1.16
35,92449,766.65,0.01,-0.04,1.17
35,92449,766.65,0.01,-0.04,1.16
35,92449,766.65,0.02,-0.04,1.15
35,92449,766.65,0.01,-0.03,1.16
35,92449,766.65,0.02,-0.04,1.17
35,92448,766.75,0.01,-0.03,1.16
35,92448,766.75,0.02,-0.03,1.16
35,92449,766.63,0.02,-0.04,1.16
35,92449,766.63,0.02,-0.03,1.17
35,92449,766.63,0.01,-0.03,1.17
35,92449,766.61,0.02,-0.04,1.16
35,92449,766.61,0.02,-0.03,1.16
35,92448,766.74,0.01,-0.04,1.17
35,92448,766.74,0.01,-0.03,1.16
35,92448,766.74,0.02,-0.03,1.17
35,92448,766.76,0.02,-0.04,1.17
35,92448,766.76,0.01,-0.03,1.16
35,92446,766.87,0.01,-0.03,1.17
35,92446,766.87,0.01,-0.04,1.16
35,92448,766.73,0.01,-0.04,1.16
35,92448,766.73,0.02,-0.03,1.17
35,92448,766.73,0.02,-0.03,1.16
35,92448,766.73,0.02,-0.03,1.16
35,92448,766.73,0.01,-0.03,1.17
35,92447,766.79,0.02,-0.04,1.15
35,92447,766.79,0.02,-0.03,1.17
35,92447,766.79,0.02,-0.04,1.16
35,92447,766.80,0.02,-0.04,1.16
35,92447,766.80,0.01,-0.04,1.17
35,92446,766.94,0.02,-0.04,1.17
35,92446,766.94,0.01,-0.03,1.15
35,92447,766.78,0.02,-0.04,1.17
35,92447,766.78,0.02,-0.03,1.16
35,92447,766.78,0.02,-0.04,1.17
35,92447,766.77,0.02,-0.03,1.16
35,92447,766.77,0.01,-0.04,1.16
35,92446,766.89,0.02,-0.04,1.16
35,92446,766.89,0.01,-0.04,1.16
35,92446,766.89,0.02,-0.04,1.17
35,92447,766.85,0.02,-0.03,1.16
35,92447,766.85,0.02,-0.03,1.16
35,92445,766.96,0.01,-0.04,1.16
35,92445,766.96,0.02,-0.04,1.16
35,92447,766.83,0.02,-0.04,1.17
35,92447,766.83,0.02,-0.04,1.17
35,92447,766.83,0.01,-0.04,1.16
35,92447,766.80,0.02,-0.03,1.16
35,92447,766.80,0.01,-0.04,1.17
35,92446,766.85,0.01,-0.03,1.16
35,92446,766.85,0.02,-0.03,1.17
35,92446,766.85,0.01,-0.04,1.16
35,92446,766.87,0.01,-0.03,1.16
35,92446,766.87,0.01,-0.04,1.17
35,92445,766.96,0.01,-0.03,1.16
35,92445,766.96,0.02,-0.03,1.17
35,92447,766.82,0.02,-0.04,1.16
35,92447,766.82,0.01,-0.04,1.16
35,92447,766.82,0.02,-0.03,1.17
35,92447,766.79,0.01,-0.04,1.17
35,92447,766.79,0.01,-0.04,1.16
35,92446,766.93,0.02,-0.04,1.17
35,92446,766.93,0.02,-0.03,1.16
35,92446,766.93,0.01,-0.04,1.16
35,92446,766.92,0.01,-0.04,1.17
35,92446,766.92,0.01,-0.04,1.16
35,92445,767.01,0.01,-0.04,1.17
35,92445,767.01,0.02,-0.03,1.16
35,92444,767.06,0.01,-0.03,1.16
35,92446,766.87,0.02,-0.04,1.16
35,92446,766.87,0.01,-0.04,1.16
35,92447,766.83,0.01,-0.03,1.17
35,92447,766.83,0.02,-0.04,1.16
35,92445,766.95,0.01,-0.03,1.16
35,92445,766.95,0.01,-0.03,1.16
35,92445,766.95,0.01,-0.04,1.16
35,92446,766.93,0.01,-0.03,1.16
35,92446,766.93,0.02,-0.04,1.15
35,92444,767.06,0.01,-0.03,1.16
35,92444,767.06,0.01,-0.03,1.17
35,92446,766.89,0.01,-0.03,1.17
35,92446,766.89,0.01,-0.04,1.17
35,92446,766.89,0.02,-0.03,1.16
35,92446,766.86,0.02,-0.03,1.16
35,92446,766.86,0.01,-0.03,1.16
35,92446,766.91,0.02,-0.04,1.17
35,92446,766.91,0.01,-0.04,1.16
35,92446,766.91,0.02,-0.03,1.17
35,92446,766.89,0.02,-0.04,1.17
35,92446,766.89,0.02,-0.03,1.16
35,92445,767.02,0.02,-0.04,1.16
35,92445,767.02,0.02,-0.04,1.17
35,92445,767.02,0.01,-0.03,1.16
35,92446,766.86,0.02,-0.04,1.17
35,92446,766.86,0.01,-0.03,1.15
35,92447,766.83,0.01,-0.04,1.16
35,92447,766.83,0.02,-0.04,1.17
35,92446,766.93,0.01,-0.04,1.15
35,92446,766.93,0.02,-0.03,1.17
35,92446,766.93,0.02,-0.03,1.16
35,92446,766.89,0.02,-0.03,1.16
35,92446,766.89,0.02,-0.03,1.17
35,92445,766.97,0.02,-0.03,1.16
35,92445,766.97,0.02,-0.04,1.17
35,92447,766.85,0.02,-0.04,1.16
35,92447,766.85,0.01,-0.03,1.16
35,92447,766.80,0.02,-0.04,1.17
35,92447,766.80,0.02,-0.04,1.16
35,92447,766.80,0.02,-0.03,1.16
35,92446,766.86,0.01,-0.04,1.16
35,92446,766.86,0.02,-0.04,1.16
35,92446,766.86,0.02,-0.03,1.17
35,92446,766.87,0.02,-0.04,1.17
35,92446,766.87,0.01,-0.03,1.16
35,92445,767.00,0.02,-0.04,1.16
35,92445,767.00,0.01,-0.04,1.16
35,92445,767.00,0.01,-0.03,1.16
35,92447,766.84,0.02,-0.04,1.16
35,92447,766.84,0.02,-0.03,1.16
35,92447,766.81,0.01,-0.03,1.17
35,92447,766.81,0.02,-0.04,1.16
35,92446,766.86,0.02,-0.04,1.16
35,92446,766.86,0.02,-0.04,1.16
35,92446,766.86,0.01,-0.04,1.17
35,92446,766.87,0.02,-0.03,1.16
35,92446,766.87,0.02,-0.04,1.16
35,92446,766.94,0.01,-0.04,1.16
35,92446,766.94,0.01,-0.03,1.16
35,92446,766.94,0.01,-0.04,1.16
35,92447,766.80,0.01,-0.03,1.16
35,92447,766.80,0.02,-0.03,1.17
35,92448,766.75,0.01,-0.04,1.16
35,92448,766.75,0.02,-0.03,1.17
35,92447,766.84,0.01,-0.03,1.17
35,92447,766.84,0.01,-0.03,1.16
35,92447,766.84,0.02,-0.03,1.17
35,92447,766.83,0.02,-0.04,1.16
35,92447,766.83,0.02,-0.04,1.17
35,92447,766.84,0.02,-0.03,1.16
35,92447,766.84,0.01,-0.03,1.16
35,92447,766.84,0.01,-0.03,1.16
35,92448,766.69,0.02,-0.04,1.16
35,92448,766.69,0.02,-0.04,1.16
35,92448,766.69,0.02,-0.04,1.17
35,92448,766.69,0.01,-0.04,1.17
35,92448,766.68,0.02,-0.03,1.16
35,92448,766.68,0.02,-0.03,1.17
35,92448,766.68,0.01,-0.04,1.16
35,92449,766.66,0.02,-0.03,1.17
35,92449,766.66,0.01,-0.04,1.16
35,92447,766.81,0.01,-0.04,1.16
35,92447,766.81,0.02,-0.04,1.16
35,92448,766.69,0.01,-0.04,1.16
35,92448,766.69,0.01,-0.03,1.17
35,92448,766.69,0.01,-0.04,1.17
35,92448,766.68,0.02,-0.03,1.16
35,92448,766.68,0.01,-0.03,1.17
35,92448,766.72,0.02,-0.04,1.16
35,92448,766.72,0.01,-0.03,1.15
35,92448,766.72,0.02,-0.03,1.16
35,92448,766.75,0.02,-0.04,1.16
35,92448,766.75,0.01,-0.04,1.16
35,92447,766.83,0.02,-0.03,1.17
35,92447,766.83,0.01,-0.04,1.16
35,92447,766.83,0.02,-0.03,1.16
35,92448,766.69,0.01,-0.04,1.16
35,92448,766.69,0.02,-0.03,1.17
35,92448,766.68,0.02,-0.03,1.17
35,92448,766.68,0.01,-0.03,1.17
35,92448,766.71,0.01,-0.03,1.16
35,92448,766.71,0.01,-0.03,1.16
35,92448,766.71,0.01,-0.03,1.16
35,92448,766.74,0.02,-0.03,1.16
35,92448,766.74,0.02,-0.04,1.17
35,92447,766.83,0.01,-0.03,1.16
35,92447,766.83,0.01,-0.04,1.17
35,92447,766.83,0.02,-0.04,1.16
35,92448,766.71,0.02,-0.03,1.16
35,92448,766.71,0.02,-0.03,1.17
35,92448,766.69,0.01,-0.04,1.16
35,92448,766.69,0.01,-0.04,1.16
35,92448,766.73,0.02,-0.04,1.17
35,92448,766.73,0.01,-0.03,1.16
35,92448,766.73,0.02,-0.03,1.16
35,92448,766.74,0.02,-0.04,1.16
35,92448,766.74,0.02,-0.03,1.16
35,92446,766.88,0.02,-0.04,1.17
35,92446,766.88,0.01,-0.03,1.16
35,92446,766.88,0.02,-0.04,1.16
35,92448,766.74,0.01,-0.04,1.16
35,92448,766.74,0.02,-0.03,1.16
35,92448,766.73,0.02,-0.04,1.16
35,92448,766.73,0.02,-0.04,1.16
35,92447,766.84,0.02,-0.04,1.16
35,92447,766.84,0.02,-0.04,1.17
35,92447,766.84,0.01,-0.03,1.16
35,92447,766.82,0.02,-0.03,1.16
35,92447,766.82,0.01,-0.03,1.16
35,92445,766.94,0.02,-0.04,1.15
35,92445,766.94,0.01,-0.04,1.16
35,92445,766.94,0.01,-0.04,1.17
35,92447,766.80,0.02,-0.03,1.17
35,92447,766.80,0.02,-0.03,1.17
35,92447,766.79,0.01,-0.04,1.16
35,92447,766.79,0.01,-0.04,1.16
35,92447,766.84,0.01,-0.04,1.16
35,92447,766.84,0.01,-0.03,1.16
35,92447,766.84,0.02,-0.03,1.17
35,92447,766.82,0.01,-0.03,1.16
35,92447,766.82,0.02,-0.03,1.17
35,92445,766.98,0.02,-0.04,1.17
35,92445,766.98,0.01,-0.03,1.16
35,92445,766.99,0.02,-0.03,1.16
35,92447,766.84,0.01,-0.04,1.16
35,92447,766.84,0.02,-0.03,1.17
35,92447,766.82,0.02,-0.04,1.16
35,92447,766.82,0.01,-0.03,1.16
35,92446,766.91,0.01,-0.03,1.17
35,92446,766.91,0.02,-0.04,1.17
35,92446,766.91,0.01,-0.03,1.16
35,92446,766.91,0.02,-0.04,1.17
35,92446,766.91,0.01,-0.04,1.16
35,92445,766.99,0.01,-0.04,1.16
35,92445,766.99,0.02,-0.03,1.16
35,92445,767.01,0.01,-0.03,1.17
35,92446,766.85,0.02,-0.04,1.16
35,92446,766.85,0.02,-0.04,1.16
35,92447,766.82,0.02,-0.03,1.16
35,92447,766.82,0.01,-0.03,1.16
35,92445,766.95,0.01,-0.03,1.16
35,92445,766.95,0.02,-0.04,1.20
35,92445,766.95,0.02,-0.04,1.16
35,92445,767.00,0.01,-0.04,1.16
35,92445,767.00,0.02,-0.04,1.17
35,92443,767.14,0.01,-0.04,1.17
35,92443,767.14,0.02,-0.04,1.17
35,92443,767.14,0.01,-0.03,1.17
35,92445,766.99,0.02,-0.04,1.16
35,92445,766.99,0.01,-0.04,1.17
35,92445,766.97,0.02,-0.03,1.17
35,92445,766.97,0.02,-0.03,1.17
35,92445,766.97,0.02,-0.03,1.17
35,92445,766.97,0.02,-0.04,1.16
35,92445,766.97,0.02,-0.03,1.16
35,92445,766.97,0.01,-0.03,1.16
35,92445,766.97,0.02,-0.03,1.17
35,92445,767.02,0.02,-0.03,1.16
35,92445,767.02,0.02,-0.04,1.17
35,92445,767.02,0.01,-0.04,1.15
35,92446,766.89,0.02,-0.03,1.17
35,92446,766.89,0.02,-0.04,1.17
35,92446,766.86,0.02,-0.03,1.16
35,92446,766.86,0.02,-0.03,1.17
35,92446,766.89,0.01,-0.04,1.16
35,92446,766.89,0.02,-0.03,1.16
35,92446,766.89,0.02,-0.03,1.16
35,92446,766.93,0.01,-0.03,1.17
35,92446,766.93,0.02,-0.03,1.17
35,92445,766.96,0.02,-0.03,1.16
35,92445,766.96,0.02,-0.03,1.16
35,92445,766.96,0.02,-0.04,1.17
35,92447,766.85,0.02,-0.04,1.16
35,92447,766.85,0.01,-0.03,1.17
35,92447,766.83,0.01,-0.03,1.16
35,92447,766.83,0.02,-0.03,1.16
36,92447,766.79,0.01,-0.04,1.16
